Line #,State abbreviation,State name,Congressional district, Citizen voting-age population Estimate , Citizen voting-age population Margin of error (MOE) , 18-29 Age Estimate , 18-29 Age  Margin of error (MOE) , Age 18-29 Percent of total , 18-29 Age Percent of total margin of error (MOE) , 30-44 Age Estimate , 30-44 Age Margin of error (MOE) , 30-44 Age Percent of total , 30-44 Age Percent of total margin of error (MOE) , 45-64 Age Estimate , 45-64 Age Margin of error (MOE) , 45-64 Age Percent of total , 45-64 Age Percent of total margin of error (MOE) , 65+ Age Estimate , 65+ Age Margin of error (MOE) , 65+ Age Percent of total , 65+ Age Percent of total margin of error (MOE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,NC,North Carolina,10," 585,102 "," 4,892 "," 107,076 "," 2,134 ", 18.3 , 0.3 ," 129,277 "," 3,069 ", 22.1 , 0.5 ," 208,870 "," 3,453 ", 35.7 , 0.5 ," 139,879 "," 2,513 ", 23.9 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,NC,North Carolina,11," 604,505 "," 5,083 "," 100,736 "," 2,754 ", 16.7 , 0.4 ," 121,933 "," 2,848 ", 20.2 , 0.4 ," 208,993 "," 3,395 ", 34.6 , 0.5 ," 172,843 "," 2,628 ", 28.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,NC,North Carolina,12," 591,843 "," 7,234 "," 149,353 "," 4,103 ", 25.2 , 0.6 ," 170,864 "," 4,350 ", 28.9 , 0.7 ," 188,532 "," 4,575 ", 31.9 , 0.6 ," 83,094 "," 2,813 ", 14.0 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,NC,North Carolina,13," 579,274 "," 7,005 "," 119,172 "," 4,419 ", 20.6 , 0.7 ," 126,619 "," 4,405 ", 21.9 , 0.7 ," 204,338 "," 3,714 ", 35.3 , 0.6 ," 129,145 "," 2,668 ", 22.3 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,ND,North Dakota,At-large," 567,351 "," 3,196 "," 139,148 "," 2,337 ", 24.5 , 0.4 ," 139,250 "," 2,753 ", 24.5 , 0.4 ," 172,914 "," 1,812 ", 30.5 , 0.3 ," 116,039 ", 869 , 20.5 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,OH,Ohio,1," 541,695 "," 5,990 "," 115,385 "," 3,979 ", 21.3 , 0.6 ," 127,214 "," 3,380 ", 23.5 , 0.6 ," 188,655 "," 4,034 ", 34.8 , 0.6 ," 110,441 "," 2,769 ", 20.4 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,OH,Ohio,2," 557,971 "," 6,728 "," 110,038 "," 4,562 ", 19.7 , 0.7 ," 135,103 "," 3,616 ", 24.2 , 0.6 ," 193,722 "," 3,868 ", 34.7 , 0.6 ," 119,108 "," 3,401 ", 21.3 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,OH,Ohio,3," 560,963 "," 8,952 "," 153,956 "," 6,174 ", 27.4 , 0.9 ," 152,437 "," 5,694 ", 27.2 , 0.9 ," 173,350 "," 4,693 ", 30.9 , 0.8 ," 81,220 "," 3,125 ", 14.5 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,OH,Ohio,4," 542,874 "," 4,816 "," 107,261 "," 2,828 ", 19.8 , 0.4 ," 120,580 "," 2,875 ", 22.2 , 0.5 ," 192,235 "," 3,120 ", 35.4 , 0.5 ," 122,798 "," 2,736 ", 22.6 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,OH,Ohio,5," 549,171 "," 4,850 "," 108,332 "," 2,648 ", 19.7 , 0.4 ," 120,658 "," 2,951 ", 22.0 , 0.5 ," 190,308 "," 3,173 ", 34.7 , 0.5 ," 129,873 "," 2,666 ", 23.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,OH,Ohio,6," 545,803 "," 4,800 "," 92,786 "," 2,568 ", 17.0 , 0.4 ," 115,894 "," 2,521 ", 21.2 , 0.4 ," 198,331 "," 3,334 ", 36.3 , 0.5 ," 138,792 "," 2,677 ", 25.4 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,OH,Ohio,7," 557,024 "," 7,057 "," 102,049 "," 3,626 ", 18.3 , 0.6 ," 127,143 "," 4,087 ", 22.8 , 0.7 ," 193,475 "," 4,259 ", 34.7 , 0.6 ," 134,357 "," 3,771 ", 24.1 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,OH,Ohio,8," 546,406 "," 2,927 "," 112,205 "," 1,845 ", 20.5 , 0.3 ," 122,391 "," 1,837 ", 22.4 , 0.3 ," 189,359 "," 1,629 ", 34.7 , 0.3 ," 122,451 "," 1,042 ", 22.4 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,OH,Ohio,9," 545,749 "," 8,394 "," 124,360 "," 4,339 ", 22.8 , 0.7 ," 125,503 "," 5,120 ", 23.0 , 0.8 ," 185,628 "," 5,224 ", 34.0 , 0.9 ," 110,258 "," 3,868 ", 20.2 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,OH,Ohio,10," 552,514 "," 2,402 "," 119,030 "," 1,391 ", 21.5 , 0.2 ," 123,728 "," 1,547 ", 22.4 , 0.2 ," 182,094 "," 1,592 ", 33.0 , 0.3 ," 127,662 "," 1,059 ", 23.1 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,OH,Ohio,11," 524,803 "," 8,831 "," 115,904 "," 4,267 ", 22.1 , 0.6 ," 112,868 "," 3,951 ", 21.5 , 0.6 ," 177,785 "," 4,375 ", 33.9 , 0.7 ," 118,246 "," 3,071 ", 22.5 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,OH,Ohio,12," 585,940 "," 7,173 "," 116,111 "," 4,528 ", 19.8 , 0.7 ," 143,636 "," 4,189 ", 24.5 , 0.7 ," 203,572 "," 4,271 ", 34.7 , 0.6 ," 122,621 "," 3,354 ", 20.9 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,OH,Ohio,13," 559,931 "," 7,719 "," 121,208 "," 4,566 ", 21.6 , 0.7 ," 118,910 "," 3,752 ", 21.2 , 0.6 ," 188,243 "," 4,932 ", 33.6 , 0.8 ," 131,570 "," 3,473 ", 23.5 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,OH,Ohio,14," 553,668 "," 6,479 "," 91,212 "," 3,779 ", 16.5 , 0.6 ," 116,235 "," 3,653 ", 21.0 , 0.7 ," 202,802 "," 4,720 ", 36.6 , 0.7 ," 143,419 "," 3,448 ", 25.9 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,OH,Ohio,15," 586,092 "," 6,358 "," 122,586 "," 3,245 ", 20.9 , 0.5 ," 148,238 "," 3,768 ", 25.3 , 0.6 ," 195,592 "," 4,772 ", 33.4 , 0.7 ," 119,676 "," 3,149 ", 20.4 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,OH,Ohio,16," 553,316 "," 8,332 "," 94,003 "," 4,015 ", 17.0 , 0.6 ," 119,356 "," 4,694 ", 21.6 , 0.8 ," 195,092 "," 5,120 ", 35.3 , 0.8 ," 144,865 "," 4,533 ", 26.2 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,OK,Oklahoma,1," 565,812 "," 2,986 "," 119,601 "," 1,552 ", 21.1 , 0.2 ," 142,459 "," 1,491 ", 25.2 , 0.2 ," 185,630 "," 1,688 ", 32.8 , 0.2 ," 118,122 "," 1,022 ", 20.9 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,OK,Oklahoma,2," 564,213 "," 2,174 "," 111,772 "," 1,465 ", 19.8 , 0.2 ," 124,240 "," 1,837 ", 22.0 , 0.3 ," 187,143 "," 1,873 ", 33.2 , 0.3 ," 141,058 "," 1,312 ", 25.0 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,OK,Oklahoma,3," 571,661 "," 2,631 "," 128,376 "," 2,369 ", 22.5 , 0.4 ," 136,979 "," 2,504 ", 24.0 , 0.4 ," 181,404 "," 2,773 ", 31.7 , 0.5 ," 124,902 "," 1,657 ", 21.8 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,OK,Oklahoma,4," 589,702 "," 4,619 "," 140,663 "," 3,142 ", 23.9 , 0.5 ," 148,141 "," 3,290 ", 25.1 , 0.5 ," 183,691 "," 3,193 ", 31.1 , 0.6 ," 117,207 "," 2,959 ", 19.9 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,OK,Oklahoma,5," 561,277 "," 5,517 "," 127,461 "," 2,822 ", 22.7 , 0.4 ," 145,137 "," 3,524 ", 25.9 , 0.5 ," 177,443 "," 2,403 ", 31.6 , 0.4 ," 111,236 "," 2,036 ", 19.8 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,OR,Oregon,1," 606,198 "," 6,201 "," 122,267 "," 3,321 ", 20.2 , 0.5 ," 156,907 "," 3,808 ", 25.9 , 0.5 ," 203,271 "," 3,900 ", 33.5 , 0.5 ," 123,753 "," 1,995 ", 20.4 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,OR,Oregon,2," 619,186 "," 4,754 "," 107,760 "," 2,656 ", 17.4 , 0.4 ," 137,721 "," 3,273 ", 22.2 , 0.5 ," 203,375 "," 3,437 ", 32.8 , 0.5 ," 170,330 "," 2,200 ", 27.5 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,OR,Oregon,3," 627,716 "," 5,932 "," 128,785 "," 3,386 ", 20.5 , 0.5 ," 192,698 "," 4,073 ", 30.7 , 0.6 ," 195,594 "," 4,501 ", 31.2 , 0.6 ," 110,639 "," 2,941 ", 17.6 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,OR,Oregon,4," 638,548 "," 5,000 "," 137,856 "," 2,681 ", 21.6 , 0.4 ," 131,793 "," 2,561 ", 20.6 , 0.4 ," 197,411 "," 3,351 ", 30.9 , 0.4 ," 171,488 "," 2,334 ", 26.9 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,OR,Oregon,5," 606,523 "," 6,245 "," 121,244 "," 3,593 ", 20.0 , 0.5 ," 135,652 "," 3,410 ", 22.4 , 0.5 ," 202,365 "," 3,861 ", 33.4 , 0.5 ," 147,262 "," 2,112 ", 24.3 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PA,Pennsylvania,1," 544,860 "," 4,939 "," 92,077 "," 2,529 ", 16.9 , 0.4 ," 114,576 "," 2,439 ", 21.0 , 0.4 ," 208,051 "," 2,618 ", 38.2 , 0.4 ," 130,156 "," 1,828 ", 23.9 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PA,Pennsylvania,2," 496,510 "," 12,153 "," 108,907 "," 4,984 ", 21.9 , 0.8 ," 131,431 "," 6,533 ", 26.5 , 1.0 ," 162,980 "," 6,030 ", 32.8 , 1.0 ," 93,192 "," 4,205 ", 18.8 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PA,Pennsylvania,3," 564,612 "," 11,678 "," 163,596 "," 5,788 ", 29.0 , 0.8 ," 147,436 "," 6,414 ", 26.1 , 0.9 ," 155,674 "," 6,347 ", 27.6 , 0.9 ," 97,906 "," 3,640 ", 17.3 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PA,Pennsylvania,4," 543,723 "," 4,822 "," 93,110 "," 2,863 ", 17.1 , 0.5 ," 126,725 "," 2,666 ", 23.3 , 0.5 ," 196,830 "," 2,726 ", 36.2 , 0.4 ," 127,058 "," 2,661 ", 23.4 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PA,Pennsylvania,5," 519,983 "," 6,115 "," 107,792 "," 3,374 ", 20.7 , 0.6 ," 123,762 "," 3,235 ", 23.8 , 0.5 ," 176,758 "," 3,470 ", 34.0 , 0.6 ," 111,671 "," 2,634 ", 21.5 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PA,Pennsylvania,6," 522,912 "," 4,827 "," 104,793 "," 2,778 ", 20.0 , 0.5 ," 115,963 "," 3,256 ", 22.2 , 0.5 ," 186,198 "," 3,150 ", 35.6 , 0.6 ," 115,958 "," 2,121 ", 22.2 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PA,Pennsylvania,7," 552,078 "," 4,662 "," 112,979 "," 2,276 ", 20.5 , 0.3 ," 120,075 "," 2,285 ", 21.7 , 0.4 ," 190,234 "," 2,917 ", 34.5 , 0.4 ," 128,790 "," 1,679 ", 23.3 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PA,Pennsylvania,8," 535,133 "," 5,536 "," 96,758 "," 2,716 ", 18.1 , 0.4 ," 111,460 "," 2,905 ", 20.8 , 0.5 ," 191,872 "," 3,189 ", 35.9 , 0.5 ," 135,043 "," 2,107 ", 25.2 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PA,Pennsylvania,9," 555,775 "," 5,005 "," 101,991 "," 3,229 ", 18.4 , 0.5 ," 113,868 "," 3,341 ", 20.5 , 0.5 ," 200,346 "," 3,614 ", 36.0 , 0.6 ," 139,570 "," 2,529 ", 25.1 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PA,Pennsylvania,10," 552,761 "," 5,816 "," 104,026 "," 3,618 ", 18.8 , 0.5 ," 132,749 "," 3,542 ", 24.0 , 0.7 ," 190,256 "," 3,889 ", 34.4 , 0.6 ," 125,730 "," 3,068 ", 22.7 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PA,Pennsylvania,11," 553,568 "," 5,995 "," 108,179 "," 2,993 ", 19.5 , 0.4 ," 121,027 "," 2,987 ", 21.9 , 0.5 ," 190,275 "," 3,580 ", 34.4 , 0.5 ," 134,087 "," 2,755 ", 24.2 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PA,Pennsylvania,12," 551,022 "," 3,977 "," 123,316 "," 2,600 ", 22.4 , 0.4 ," 110,831 "," 2,103 ", 20.1 , 0.3 ," 183,226 "," 2,049 ", 33.3 , 0.3 ," 133,649 "," 1,886 ", 24.3 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PA,Pennsylvania,13," 545,111 "," 3,919 "," 95,067 "," 2,558 ", 17.4 , 0.4 ," 111,055 "," 2,338 ", 20.4 , 0.4 ," 195,512 "," 2,752 ", 35.9 , 0.4 ," 143,477 "," 2,419 ", 26.3 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PA,Pennsylvania,14," 551,164 "," 2,665 "," 92,479 "," 1,300 ", 16.8 , 0.2 ," 113,121 "," 1,865 ", 20.5 , 0.3 ," 199,732 "," 2,162 ", 36.2 , 0.3 ," 145,832 "," 1,792 ", 26.5 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PA,Pennsylvania,15," 548,615 "," 4,573 "," 103,760 "," 2,788 ", 18.9 , 0.5 ," 109,888 "," 2,285 ", 20.0 , 0.4 ," 194,162 "," 2,972 ", 35.4 , 0.5 ," 140,805 "," 2,336 ", 25.7 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PA,Pennsylvania,16," 539,710 "," 2,919 "," 105,421 "," 1,709 ", 19.5 , 0.3 ," 112,260 "," 1,877 ", 20.8 , 0.3 ," 188,904 "," 2,314 ", 35.0 , 0.4 ," 133,125 "," 1,684 ", 24.7 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PA,Pennsylvania,17," 559,285 "," 6,462 "," 89,713 "," 4,065 ", 16.0 , 0.7 ," 129,224 "," 4,370 ", 23.1 , 0.8 ," 201,518 "," 4,124 ", 36.0 , 0.7 ," 138,830 "," 3,625 ", 24.8 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PA,Pennsylvania,18," 544,390 "," 6,168 "," 124,197 "," 4,066 ", 22.8 , 0.6 ," 125,413 "," 4,454 ", 23.0 , 0.8 ," 167,548 "," 3,959 ", 30.8 , 0.7 ," 127,232 "," 3,629 ", 23.4 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,RI,Rhode Island,1," 395,409 "," 6,058 "," 86,516 "," 4,389 ", 21.9 , 0.9 ," 88,010 "," 3,008 ", 22.3 , 0.8 ," 131,729 "," 4,477 ", 33.3 , 0.9 ," 89,154 "," 3,188 ", 22.5 , 0.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,RI,Rhode Island,2," 407,668 "," 6,982 "," 90,505 "," 4,521 ", 22.2 , 0.9 ," 86,605 "," 3,359 ", 21.2 , 0.8 ," 142,807 "," 4,382 ", 35.0 , 0.9 ," 87,751 "," 3,092 ", 21.5 , 0.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,SC,South Carolina,1," 613,912 "," 6,942 "," 117,100 "," 3,752 ", 19.1 , 0.5 ," 152,845 "," 3,775 ", 24.9 , 0.6 ," 199,262 "," 3,355 ", 32.5 , 0.5 ," 144,705 "," 2,856 ", 23.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,SC,South Carolina,2," 537,342 "," 7,030 "," 112,273 "," 4,457 ", 20.9 , 0.7 ," 126,169 "," 3,793 ", 23.5 , 0.7 ," 183,210 "," 3,289 ", 34.1 , 0.5 ," 115,690 "," 2,294 ", 21.5 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,SC,South Carolina,3," 534,772 "," 4,868 "," 110,832 "," 2,972 ", 20.7 , 0.5 ," 113,351 "," 3,207 ", 21.2 , 0.5 ," 180,995 "," 2,982 ", 33.8 , 0.5 ," 129,594 "," 2,005 ", 24.2 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,SC,South Carolina,4," 533,533 "," 6,329 "," 114,689 "," 2,691 ", 21.5 , 0.4 ," 122,139 "," 3,302 ", 22.9 , 0.5 ," 181,414 "," 3,325 ", 34.0 , 0.5 ," 115,291 "," 2,404 ", 21.6 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,SC,South Carolina,5," 552,247 "," 4,381 "," 107,394 "," 2,761 ", 19.4 , 0.5 ," 130,685 "," 2,862 ", 23.7 , 0.5 ," 191,844 "," 4,206 ", 34.7 , 0.7 ," 122,324 "," 1,980 ", 22.2 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,SC,South Carolina,6," 506,843 "," 10,563 "," 135,079 "," 6,066 ", 26.7 , 0.9 ," 116,303 "," 5,296 ", 22.9 , 0.9 ," 151,193 "," 5,058 ", 29.8 , 0.8 ," 104,268 "," 3,608 ", 20.6 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,SC,South Carolina,7," 571,428 "," 3,454 "," 100,281 "," 2,796 ", 17.5 , 0.5 ," 116,934 "," 2,982 ", 20.5 , 0.5 ," 194,600 "," 2,871 ", 34.1 , 0.5 ," 159,613 "," 1,938 ", 27.9 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,SD,South Dakota,At-large," 647,089 "," 2,674 "," 135,924 "," 2,341 ", 21.0 , 0.3 ," 154,204 "," 2,289 ", 23.8 , 0.3 ," 211,141 "," 1,858 ", 32.6 , 0.3 ," 145,820 "," 1,007 ", 22.5 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,TN,Tennessee,1," 563,918 "," 3,157 "," 101,879 "," 1,808 ", 18.1 , 0.3 ," 115,573 "," 2,045 ", 20.5 , 0.3 ," 199,303 "," 1,766 ", 35.3 , 0.3 ," 147,163 "," 1,149 ", 26.1 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,TN,Tennessee,2," 583,056 "," 3,129 "," 126,317 "," 1,844 ", 21.7 , 0.3 ," 126,787 "," 2,312 ", 21.7 , 0.4 ," 195,284 "," 2,150 ", 33.5 , 0.3 ," 134,668 "," 1,761 ", 23.1 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,TN,Tennessee,3," 571,456 "," 3,926 "," 107,332 "," 2,624 ", 18.8 , 0.4 ," 127,851 "," 2,333 ", 22.4 , 0.4 ," 199,140 "," 2,857 ", 34.8 , 0.4 ," 137,133 "," 2,148 ", 24.0 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,TN,Tennessee,4," 590,540 "," 4,743 "," 131,798 "," 2,644 ", 22.3 , 0.4 ," 139,598 "," 3,310 ", 23.6 , 0.5 ," 202,170 "," 3,995 ", 34.2 , 0.6 ," 116,974 "," 2,602 ", 19.8 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,TN,Tennessee,5," 563,797 "," 5,435 "," 138,645 "," 2,927 ", 24.6 , 0.4 ," 154,933 "," 2,562 ", 27.5 , 0.3 ," 174,676 "," 1,982 ", 31.0 , 0.3 ," 95,543 "," 1,088 ", 16.9 , 0.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,TN,Tennessee,6," 591,603 "," 3,690 "," 110,663 "," 2,299 ", 18.7 , 0.3 ," 133,871 "," 2,327 ", 22.6 , 0.4 ," 208,991 "," 2,442 ", 35.3 , 0.3 ," 138,078 "," 1,843 ", 23.3 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,TN,Tennessee,7," 578,288 "," 3,700 "," 115,496 "," 2,116 ", 20.0 , 0.4 ," 148,381 "," 3,217 ", 25.7 , 0.5 ," 198,625 "," 2,454 ", 34.3 , 0.4 ," 115,786 "," 1,632 ", 20.0 , 0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,TN,Tennessee,8," 525,277 "," 4,889 "," 95,988 "," 3,296 ", 18.3 , 0.6 ," 118,670 "," 3,413 ", 22.6 , 0.6 ," 187,803 "," 3,562 ", 35.8 , 0.6 ," 122,816 "," 2,839 ", 23.4 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,TN,Tennessee,9," 507,231 "," 5,835 "," 128,416 "," 2,891 ", 25.3 , 0.5 ," 126,301 "," 3,782 ", 24.9 , 0.6 ," 164,660 "," 3,287 ", 32.5 , 0.6 ," 87,854 "," 2,707 ", 17.3 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,TX,Texas,1," 511,974 "," 4,743 "," 116,139 "," 2,831 ", 22.7 , 0.5 ," 115,651 "," 3,340 ", 22.6 , 0.6 ," 162,219 "," 3,203 ", 31.7 , 0.6 ," 117,965 "," 2,154 ", 23.0 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,TX,Texas,2," 520,180 "," 17,389 "," 110,982 "," 8,677 ", 21.3 , 1.3 ," 153,422 "," 8,956 ", 29.5 , 1.5 ," 165,265 "," 8,845 ", 31.8 , 1.3 ," 90,511 "," 5,504 ", 17.4 , 1.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,TX,Texas,3," 563,318 "," 7,999 "," 107,159 "," 4,580 ", 19.0 , 0.7 ," 151,459 "," 4,924 ", 26.9 , 0.7 ," 211,761 "," 3,751 ", 37.6 , 0.6 ," 92,939 "," 2,772 ", 16.5 , 0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,TX,Texas,4," 543,354 "," 5,315 "," 101,034 "," 2,875 ", 18.6 , 0.5 ," 130,722 "," 4,575 ", 24.1 , 0.7 ," 185,907 "," 3,680 ", 34.2 , 0.7 ," 125,691 "," 2,233 ", 23.1 , 0.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,TX,Texas,5," 480,610 "," 7,387 "," 99,057 "," 5,149 ", 20.6 , 1.0 ," 124,188 "," 4,937 ", 25.8 , 0.9 ," 157,352 "," 4,765 ", 32.7 , 0.9 ," 100,013 "," 2,963 ", 20.8 , 0.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,TX,Texas,6," 554,709 "," 11,109 "," 125,279 "," 6,148 ", 22.6 , 0.9 ," 151,253 "," 6,419 ", 27.3 , 1.1 ," 187,069 "," 5,885 ", 33.7 , 0.9 ," 91,108 "," 4,203 ", 16.4 , 0.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
